01/06/14,Sell,NAVB,38200,1.88,9.99
01/06/14,Sell,NAVB,100,1.885,0
01/06/14,Sell,NAVB,6700,1.8801,0
01/06/14,Buy,GTHP,200,0.51,9.99
01/06/14,Buy,GTHP,39800,0.52,0
01/06/14,Buy,GTHP,20000,0.52,9.99
01/06/14,Buy,ZLCS,200,1.265,0
01/06/14,Buy,ZLCS,14800,1.27,9.99
01/07/14,Sell,ZLCS,15000,1.32,9.99
01/08/14,Buy,PRSN,5000,1.2799,9.99
01/08/14,Buy,PRSN,5000,1.2682,9.99
01/09/14,Buy,PRSN,1000,1.35,9.99
01/09/14,Buy,PRSN,9000,1.3499,0
01/09/14,Buy,PRSN,6200,1.3,9.99
01/17/14,Buy,NNLX,10000,0.125,9.99
01/17/14,Buy,NNLX,140000,0.13,9.99
07/09/14,Sell,PRSN,5200,0.9008,7.99
09/24/14,Sell,NNLX,20000,0.074,7.99
09/24/14,Sell,NNLX,10000,0.0702,0
09/24/14,Sell,NNLX,70000,0.07,0
09/24/14,Sell,NNLX,20000,0.0706,7.99
09/24/14,Sell,NNLX,100000,0.07,7.99
09/26/14,Buy,GTHP,10000,0.32,7.99
09/26/14,Buy,GTHP,5000,0.32,7.99
09/30/14,Buy,GTHP,10000,0.315,7.99
09/30/14,Buy,GTHP,10000,0.31,7.99
