#
# Adjust for GTHP 100:1 rev split on 2/24/2016
#
04/22/14,Buy,MZEI,100000,0.27,9.99
04/23/14,Buy,IRWD,100,11.515,0
04/23/14,Buy,IRWD,100,11.5199,9.99
04/23/14,Buy,IRWD,1800,11.52,0
04/23/14,Sell,IRWD,200,11.655,9.99
04/23/14,Sell,IRWD,1290,11.6501,0
04/23/14,Sell,IRWD,510,11.65,0
04/23/14,Buy,QQQ,1000,86.899,9.99
04/23/14,Sell,QQQ,1000,86.951,9.99
04/23/14,Sell,MZEI,34500,0.2803,0
04/23/14,Sell,MZEI,10500,0.2801,0
04/23/14,Sell,MZEI,5000,0.2802,9.99
04/24/14,Buy,INO,5584,2.54,9.99
04/24/14,Sell,INO,3084,2.5903,9.99
04/24/14,Buy,QQQ,1000,86.809,9.99
04/24/14,Sell,QQQ,1000,86.96,9.99
04/24/14,Sell,INO,1000,2.5812,9.99
04/24/14,Sell,INO,100,2.585,9.99
04/24/14,Sell,INO,1400,2.581,0
04/24/14,Sell,MZEI,50000,0.2705,9.99
04/24/14,Buy,CAT,1000,105.4699,9.99
04/24/14,Buy,CAT,500,104.9344,9.99
04/24/14,Sell,CAT,500,105.3,9.99
04/24/14,Sell,CAT,1000,105.3528,9.99
04/25/14,Buy,IRWD,2000,11.1794,9.99
04/25/14,Buy,IRWD,2000,11.1394,9.99
04/25/14,Buy,IRWD,2000,10.75,9.99
04/29/14,Sell,IRWD,2000,11.2806,9.99
04/29/14,Sell,IRWD,2000,11.5812,9.99
04/29/14,Sell,IRWD,2000,11.5112,9.99
04/30/14,Buy,PSQ,2000,18.1297,9.99
04/30/14,Buy,PSQ,2000,18.1197,9.99
04/30/14,Buy,PSQ,2000,18.0899,9.99
04/30/14,Buy,QQQ,1000,87.09,9.99
04/30/14,Sell,QQQ,1000,87.1,9.99
04/30/14,Buy,PSQ,2000,18.0295,9.99
04/30/14,Sell,PSQ,4000,18.1,9.99
04/30/14,Buy,PSQ,2000,18.0595,9.99
5/5/2014,Sell,PSQ,3000,18.1507,9.99
5/5/2014,Sell,PSQ,3000,18.15,9.99
#
#5/5/2014,Buy,GTHP,100,49.0,9.99
#
5/5/2014,Buy,GTHP,100,49.0,9.99
#
5/5/2014,Buy,INO,5939,2.37,9.99
5/5/2014,Buy,INO,4061,2.3699,0
#
#5/5/2014,Buy,GTHP,10000,0.49,9.99
#
5/5/2014,Buy,GTHP,100,49.0,9.99
#
5/5/2014,Sell,INO,5000,2.4004,9.99
5/5/2014,Sell,INO,5000,2.3904,9.99
#
#5/5/2014,Buy,GTHP,7000,0.49,9.99
#
5/5/2014,Buy,GTHP,70,49.0,9.99
#
#
# updating through 8/25
#
#05/06/14,Buy,GTHP,3000,0.49,9.99
#
05/06/14,Buy,GTHP,30,49.0,9.99
#
05/06/14,Buy,INO,10000,2.3399,9.99
05/06/14,Buy,INO,2300,2.34,0
05/06/14,Buy,INO,7700,2.3399,9.99
05/07/14,Buy,EXEL,5000,3.2799,9.99
05/07/14,Buy,EXEL,5000,3.2299,9.99
05/07/14,Buy,EXEL,10000,3.21,9.99
05/07/14,Sell,EXEL,10000,3.28,9.99
05/07/14,Sell,EXEL,10000,3.28,9.99
05/07/14,Buy,OCLS,2000,3.0397,9.99
05/07/14,Buy,OCLS,3375,3.05,9.99
05/08/14,Buy,OCLS,4625,3.05,9.99
05/08/14,Buy,INO,20000,2.19,9.99
#
#05/09/14,Buy,GTHP,13000,0.46,9.99
#
05/09/14,Buy,GTHP,130,46.0,9.99
#
05/13/14,Sell,INO,10000,2.3,9.99
05/13/14,Sell,INO,10000,2.3,9.99
05/13/14,Sell,INO,10000,2.29,9.99
05/13/14,Sell,INO,10000,2.29,9.99
05/14/14,Buy,OCLS,100,3.28,9.99
05/14/14,Buy,OCLS,9900,3.29,0
05/14/14,Buy,OCLS,10000,3.3,9.99
#
#05/14/14,Sell,GTHP,8000,0.54,9.99
#
05/14/14,Sell,GTHP,80,54.0,9.99
#
05/15/14,Sell,OCLS,5000,3.2515,9.99
05/15/14,Sell,OCLS,10000,3.25,9.99
05/15/14,Buy,KEEKF,333,0.105,9.99
05/15/14,Buy,BSDM,8096,1.06,9.99
05/15/14,Sell,BSDM,100,1.11,0
05/15/14,Sell,BSDM,7996,1.1001,9.99
#
#05/16/14,Buy,GTHP,3000,0.482,9.99
#05/16/14,Buy,GTHP,5000,0.485,0
#05/16/14,Buy,GTHP,12000,0.49,0
#
05/16/14,Buy,GTHP,30,48.2,9.99
05/16/14,Buy,GTHP,50,48.5,0
05/16/14,Buy,GTHP,120,49.0,0
#
05/19/14,Buy,NAVB,10000,1.5,9.99
#
#05/19/14,Buy,GTHP,15000,0.49,9.99
#
05/19/14,Buy,GTHP,150,49.0,9.99
#
05/19/14,Sell,NAVB,10000,1.5,9.99
05/20/14,Buy,INO,10000,2.21,9.99
05/20/14,Sell,INO,10000,2.22,9.99
05/20/14,Buy,INO,10000,2.2,9.99
05/20/14,Buy,AAON,1000,29.5,9.99
05/20/14,Sell,INO,10000,2.22,9.99
05/20/14,Buy,EXEL,10000,3.32,9.99
05/20/14,Buy,AAON,500,29.1,9.99
05/20/14,Buy,BSDM,1600,1.0399,0
05/20/14,Buy,BSDM,8400,1.04,9.99
05/20/14,Sell,AAON,500,29.5168,9.99
05/21/14,Sell,AAON,500,30.22,9.99
05/21/14,Buy,PPHM,9800,1.72,0
05/21/14,Buy,PPHM,200,1.715,9.99
05/21/14,Sell,AAON,500,30.1153,9.99
05/21/14,Buy,EXEL,10000,3.25,9.99
05/21/14,Sell,EXEL,4900,3.2801,9.99
05/21/14,Sell,EXEL,5100,3.28,0
05/22/14,Sell,EXEL,10000,3.3,9.99
05/22/14,Sell,PPHM,10000,1.73,9.99
05/22/14,Sell,OCLS,3788,3.55,9.99
05/22/14,Buy,OCLS,3788,3.5,9.99
#
#05/23/14,Buy,GTHP,12500,0.46,9.99
#05/23/14,Buy,GTHP,7500,0.45995,0
#05/23/14,Buy,GTHP,10000,0.46,9.99
#
05/23/14,Buy,GTHP,125,46.0,9.99
05/23/14,Buy,GTHP,75,45.995,0
05/23/14,Buy,GTHP,100,46.0,9.99
#
05/27/14,Buy,NNLX,21116,0.1094,9.99
05/27/14,Buy,NNLX,8884,0.11,0
05/29/14,Buy,REGI,1000,10.2682,9.99
