04/17/12,Sell,NEOP,2085,3.10,9.99
02/13/12,Buy,NNLX,400,0.54,9.99
02/13/12,Buy,NNLX,29600,0.55,0
02/13/12,Sell,NEOP,6850,3.25,9.99
02/14/12,Sell,FONR,5000,2.6701,9.99
02/24/12,Buy,NNLX,11500,0.5,9.99
03/01/12,Buy,NNLX,10000,0.54,9.99
03/20/12,Buy,NNLX,15000,0.51,9.99
04/16/12,Sell,NEOP,2250,2.6901,9.99
05/02/12,Buy,NNLX,5000,0.44,9.99
05/02/12,Buy,NNLX,9275,0.44,9.99
09/11/12,Sell,NEOP,3000,2.7,0
09/11/12,Sell,NEOP,5665,2.75,9.99
09/11/12,Sell,NEOP,7000,2.7001,9.99
09/12/12,Buy,IMSC,15000,1.45,9.99
09/13/12,Buy,IMSC,10000,1.44,9.99
