02/08/11,Sell,NEOP,7250,3.30,9.99
02/08/11,Sell,NEOP,7500,3.30,9.99
02/08/11,Sell,NEOP,7500,3.30,9.99
02/14/11,Sell,NEOP,4100,3.45,9.99
02/14/11,Sell,NEOP,5900,3.42,9.99
03/09/11,Buy,NEOP,33000,3.26,9.99
07/26/11,Sell,NEOP,750,2.84,9.99
07/27/11,Buy,NEOP,800,2.80,9.99
08/01/11,Buy,FONR,1500,1.9999,9.99
08/02/11,Buy,FONR,1500,1.99,9.99
08/16/11,Buy,FONR,200,1.9399,0.00
08/16/11,Buy,FONR,300,1.8999,0.00
08/16/11,Buy,FONR,758,1.8899,0.00
08/16/11,Buy,FONR,800,1.94,9.99
08/16/11,Buy,FONR,2242,1.89,9.99
08/16/11,Buy,FONR,2500,1.8899,9.99
08/16/11,Buy,FONR,3200,1.89,9.99
08/16/11,Buy,FONR,3300,1.94,9.99
08/16/11,Buy,FONR,4700,1.90,9.99
08/16/11,Sell,NEOP,13000,2.70,9.99
08/17/11,Buy,FONR,375,1.9499,9.99
10/17/11,Sell,FONR,6375,1.70,9.99
10/17/11,Buy,NEOP,200,2.65,0.00
10/17/11,Buy,NEOP,1700,2.64,9.99
10/17/11,Buy,NEOP,2100,2.6399,0.00
10/18/11,Sell,FONR,5000,1.70,9.99
10/20/11,Buy,NEOP,2800,3.10,9.99
11/02/11,Sell,FONR,500,1.70,9.99
11/02/11,Sell,FONR,2000,1.7001,9.99
11/02/11,Sell,FONR,2500,1.7001,0.00
11/02/11,Buy,NNLX,18500,0.46,9.99
