01/03/17,Buy,OPTT,3000,2.95,9.99
01/05/17,Buy,SNMX,10000,1.1499,9.99
01/05/17,Buy,AAON,1000,32.9041,9.99
01/05/17,Buy,VRX,1000,15.8261,9.99
01/09/17,Buy,VRX,400,15.4165,0
01/09/17,Buy,VRX,600,15.4166,9.99
01/10/17,Buy,INO,850,7.0878,9.99
02/03/17,Buy,PDEX,2000,5.2687,9.99
02/07/17,Buy,SNMX,5000,1.3195,9.99
02/08/17,Buy,SNMX,5000,1.2337,9.99
02/10/17,Buy,SNMX,3000,1.1569,9.99
02/10/17,Buy,SNMX,1500,1.1599,0
02/10/17,Buy,SNMX,500,1.159,0
02/13/17,Buy,SNMX,5000,1.1995,9.99
02/14/17,Buy,AGEN,4600,4.3412,0
02/14/17,Buy,AGEN,400,4.341,9.99
02/22/17,Sell,AGEN,900,4,0
02/22/17,Sell,AGEN,300,4.005,9.99
02/22/17,Sell,AGEN,3800,4.009,0
