3/10/2014,Sell,MZEI,100000,0.152,9.99
3/10/2014,Sell,MZEI,50000,0.15,9.99
3/12/2014,Buy,GTHP,25000,0.53,9.99
4/3/2014,Buy,IRWD,780,11.927,9.99
4/22/2014,Sell,IRWD,780,11.99,9.99
4/23/2014,Buy,IRWD,805,11.709,9.99
4/23/2014,Sell,IRWD,805,11.69,9.99
07/09/14,Sell,BSDM,7500,0.91,7.99
07/09/14,Sell,BSDM,1400,0.896,7.99
07/09/14,Sell,BSDM,8600,0.895,0
07/09/14,Buy,PFIE,2000,4.1276,7.99
07/14/14,Sell,NAVB,10000,1.37,7.99
07/15/14,Buy,GTHP,2500,0.47,7.99
07/15/14,Buy,GTHP,7000,0.475,7.99
07/16/14,Buy,GTHP,10000,0.47,7.99
07/17/14,Buy,PFIE,2000,4.1,7.99
07/18/14,Buy,GTHP,10000,0.455,7.99
07/25/14,Buy,PFIE,300,3.7,7.99
07/25/14,Buy,PFIE,1700,3.705,0
07/25/14,Sell,NAVB,10000,1.34,7.99
08/08/14,Buy,IMSC,2000,0.965,7.99
08/08/14,Buy,IMSC,3000,0.96,0
08/25/14,Buy,SBS,1000,9.01,7.99
