1/3/2013,Buy,MZEI,110000,0.0898,9.99
1/11/2013,Buy,MZEI,190000,0.105,9.99
1/16/2013,Buy,IMSC,200,1.34,9.99
1/16/2013,Buy,IMSC,24800,1.35,0
1/31/2013,Buy,GTHP,13000,0.8,9.99
2/1/2013,Buy,IMSC,4000,1.23,9.99
2/1/2013,Buy,IMSC,5000,1.22,9.99
2/1/2013,Buy,IMSC,5000,1.23,9.99
11/8/2013,Sell,IMSC,2500,0.9905,9.99
11/8/2013,Sell,IMSC,12500,0.99,0
11/8/2013,Buy,NAVB,10000,1.48,9.99
11/8/2013,Sell,IMSC,15000,1.01,9.99
11/8/2013,Buy,NAVB,10000,1.5,9.99
12/27/2013,Sell,NAVB,9700,2.05,0
12/27/2013,Sell,NAVB,300,2.055,9.99
12/27/2013,Buy,BSDM,10000,1.18,9.99
12/27/2013,Buy,BSDM,4000,1.1799,9.99
12/27/2013,Buy,BSDM,500,1.18,0
12/27/2013,Buy,BSDM,3000,1.1792,0
